title,authors,abstract,arxiv_id,category,date,pdf_url
Phononic Casimir Effect in Planar Materials,"['Pablo Rodriguez-Lopez', 'Dai-Nam Le', 'Lilia M. Woods']","The Phononic Casimir effect between planar objects is investigated by deriving a formalism from the quantum partition function of the system following multiscattering approach. This fluctuation-induced coupling is mediated by phonons modeled as an effective elastic medium. We find that excitations with three types of polarizations arise from the resolved boundary conditions, however the coupling is dominated by only one of these degrees of freedom due to exponential suppression effects in the other two. The obtained scaling laws and dependence on materials properties and temperature suggest effective pathways of interaction control. Scenarios of materials combinations are envisioned where the Phononic Casimir effect is of similar order as the standard Casimir interaction mediated by electromagnetic fluctuations.",2512.02815v1,quant-ph,2025-12-02 14:26:32+00:00,https://arxiv.org/pdf/2512.02815v1
Implementation and Analysis of Quantum Majority Rules under Noisy Conditions,"['Gal Amit', 'Yuval Idan', 'Michael Suleymanov', 'Luis Razo', 'Eliahu Cohen']","Quantum voting, inspired by quantum game theory, provides a framework in which the quantum majority rule (QMR) constitution of Bao and Yunger Halpern [Phys. Rev. A 95, 062306 (2017)] violates the quantum analogue of Arrow's impossibility theorem. We evaluate this QMR constitution analytically on classical profile data and implement its final measurement stage as a quantum circuit, running on both noiseless simulators and noisy IBM quantum hardware to map how realistic noise deforms the resulting societal ranking distribution. Moderate-high single-qubit noise does not change the qualitative behavior of QMR, whereas strong noise shifts the distribution toward other dominant winners than the classical one. We quantify this behavior using winner-agreement rates, Condorcet-winner flip rates, and Jensen-Shannon divergence between societal ranking distributions. In a second, exploratory component, we demonstrate an explicitly entanglement-based variant of the QMR constitution that serves as a testbed for multi-voter quantum correlations under noise, which we refer to as the QMR2-inspired variant. There, GHZ-type and separable superpositions over opposite rankings have the same expectation values but respond very differently to noise. Taken together, these two components connect the abstract QMR constitution to concrete implementations on noisy intermediate-scale quantum (NISQ) devices and highlight design considerations for future quantum voting protocols.",2512.02813v1,quant-ph,2025-12-02 14:25:01+00:00,https://arxiv.org/pdf/2512.02813v1
Phase-Adaptive LLM Framework with Multi-Stage Validation for Construction Robot Task Allocation: A Systematic Benchmark Against Traditional Optimization Algorithms,"['Shyam prasad reddy Kaitha', 'Hongrui Yu']","Multi-robot task allocation in construction automation has traditionally relied on optimization methods such as Dynamic Programming and Reinforcement Learning. This research introduces the LangGraph-based Task Allocation Agent (LTAA), an LLM-driven framework that integrates phase-adaptive allocation strategies, multi-stage validation with hierarchical retries, and dynamic prompting for efficient robot coordination. Although recent LLM approaches show potential for construction robotics, they largely lack rigorous validation and benchmarking against established algorithms. This paper presents the first systematic comparison of LLM-based task allocation with traditional methods in construction scenarios.The study validates LLM feasibility through SMART-LLM replication and addresses implementation challenges using a Self-Corrective Agent Architecture. LTAA leverages natural-language reasoning combined with structured validation mechanisms, achieving major computational gains reducing token usage by 94.6% and allocation time by 86% through dynamic prompting. The framework adjusts its strategy across phases: emphasizing execution feasibility early and workload balance in later allocations.The authors evaluate LTAA against Dynamic Programming, Q-learning, and Deep Q-Network (DQN) baselines using construction operations from the TEACh human-robot collaboration dataset. In the Heavy Excels setting, where robots have strong task specializations, LTAA achieves 77% task completion with superior workload balance, outperforming all traditional methods. These findings show that LLM-based reasoning with structured validation can match established optimization algorithms while offering additional advantages such as interpretability, adaptability, and the ability to update task logic without retraining.",2512.02810v1,cs.RO,2025-12-02 14:23:36+00:00,https://arxiv.org/pdf/2512.02810v1
Effect of slowly decaying long-range interactions on topological qubits,"['Etienne Granet', 'Michael Levin']","We study the robustness of topological ground state degeneracy to long-range interactions in quantum many-body systems. We focus on slowly decaying two-body interactions that scale like a power-law $1/r^α$ where $α$ is smaller than the spatial dimension; such interactions are beyond the reach of known stability theorems which only apply to short-range or rapidly decaying long-range perturbations. Our main result is a computation of the ground state splitting of several toy models, which are variants of the 1D Ising model $H = -\sum_i σ^z_i σ^z_{i+1} + λ\sum_{ij} |i-j|^{-α} σ^x_i σ^x_j$ with $λ> 0$ and $α< 1$. These models are also closely connected to the Kitaev p-wave wire model with power-law density-density interactions. In these examples, we find that the splitting $δ$ scales like a stretched exponential $δ\sim \exp(-C L^{\frac{1+α}{2}})$ where $L$ is the system size. Our computations are based on path integral techniques similar to the instanton method introduced by Coleman. We also study another toy model with long-range interactions that can be analyzed without path integral techniques and that shows similar behavior.",2512.02809v1,quant-ph,2025-12-02 14:23:25+00:00,https://arxiv.org/pdf/2512.02809v1
SR-GRPO: Stable Rank as an Intrinsic Geometric Reward for Large Language Model Alignment,"['Yixuan Tang', 'Yi Yang']","Aligning Large Language Models (LLMs) with human preferences typically relies on external supervision, which faces critical limitations: human annotations are scarce and subjective, reward models are vulnerable to reward hacking, and self-evaluation methods suffer from prompt sensitivity and biases. In this work, we propose stable rank, an intrinsic, annotation-free quality signal derived from model representations. Stable rank measures the effective dimensionality of hidden states by computing the ratio of total variance to dominant-direction variance, capturing quality through how information distributes across representation dimensions. Empirically, stable rank achieves 84.04% accuracy on RewardBench and improves task accuracy by an average of 11.3 percentage points over greedy decoding via Best-of-N sampling. Leveraging this insight, we introduce Stable Rank Group Relative Policy Optimization (SR-GRPO), which uses stable rank as a reward signal for reinforcement learning. Without external supervision, SR-GRPO improves Qwen2.5-1.5B-Instruct by 10% on STEM and 19% on mathematical reasoning, outperforming both learned reward models and self-evaluation baselines. Our findings demonstrate that quality signals can be extracted from internal model geometry, offering a path toward scalable alignment without external supervision.",2512.02807v1,cs.CL,2025-12-02 14:21:29+00:00,https://arxiv.org/pdf/2512.02807v1
A New Application of the Gibbons-Werner Method: Bound Orbits of Massive Particles in Stationary Spacetimes,['Yang Huang'],"The Gibbons-Werner (GW) method provides a geometric framework for calculating the deflection angle of particles in curved spacetimes, and numerous extensions based on the original version have been developed in recent years to expand its applicability. Most existing studies, however, are restricted to unbound orbits. The finite-distance deflection angle, which assumes both the source and observer to be located at finite distances, motivates us to investigate the bending of bound orbits. In this work, we broaden the GW method to bound orbits of massive particles in stationary axisymmetric (SAS) spacetimes, following our previous extension in static spherically symmetric (SSS) backgrounds [Huang et al., Phys. Rev. D 107, 104046 (2023)]. By employing our generalized GW method for SAS spacetimes [Huang et al., J. Cosmol. Astropart. Phys. 01(2024)013], (a) We obtain a formula for the deflection angle of bound massive particles in SAS spacetimes by dividing bound orbits that azimuthally overlap with themselves into multiple non-overlapping segments. This division enables the application of the GW method -- originally developed for unbound orbits -- to each segment in a consistent manner. (b) We overcome the limitation associated with the loss of positive definiteness of the Jacobi-Maupertuis Randers-Finsler (JMRF) metric, which occurs because bound massive particles have energies below unity. To show the practical implementation of our approach, we carry out the calculation in Kerr spacetime and obtain the deflection angle between two arbitrary points along the bound orbit of massive particles.",2512.02806v1,gr-qc,2025-12-02 14:20:43+00:00,https://arxiv.org/pdf/2512.02806v1
TriLex: A Framework for Multilingual Sentiment Analysis in Low-Resource South African Languages,"['Mike Nkongolo', 'Hilton Vorster', 'Josh Warren', 'Trevor Naick', 'Deandre Vanmali', 'Masana Mashapha', 'Luke Brand', 'Alyssa Fernandes', 'Janco Calitz', 'Sibusiso Makhoba']","Low-resource African languages remain underrepresented in sentiment analysis, limiting both lexical coverage and the performance of multilingual Natural Language Processing (NLP) systems. This study proposes TriLex, a three-stage retrieval augmented framework that unifies corpus-based extraction, cross lingual mapping, and retrieval augmented generation (RAG) driven lexical refinement to systematically expand sentiment lexicons for low-resource languages. Using the enriched lexicon, the performance of two prominent African pretrained language models (AfroXLMR and AfriBERTa) is evaluated across multiple case studies. Results demonstrate that AfroXLMR delivers superior performance, achieving F1-scores above 80% for isiXhosa and isiZulu and exhibiting strong cross-lingual stability. Although AfriBERTa lacks pre-training on these target languages, it still achieves reliable F1-scores around 64%, validating its utility in computationally constrained settings. Both models outperform traditional machine learning baselines, and ensemble analyses further enhance precision and robustness. The findings establish TriLex as a scalable and effective framework for multilingual sentiment lexicon expansion and sentiment modeling in low-resource South African languages.",2512.02799v1,cs.CL,2025-12-02 14:16:31+00:00,https://arxiv.org/pdf/2512.02799v1
Theory of single-photon emission from neutral and charged excitons in a polarization-selective cavity,"['Luca Vannucci', 'Niels Gregersen']","Single-photon sources based on neutral or charged excitons in a semiconductor quantum dot are attractive resources for photonic quantum computers and simulators. To obtain indistinguishable photons, the source is pumped on resonance with polarized laser pulses, and the output is collected in orthogonal polarization. However, for sources featuring vertical emission of light, 50% of the emitted photons are unavoidably lost in this way. Here, we theoretically study the quantum dynamics of an exciton embedded in an asymmetric vertical cavity that favors emission in a specific polarization. We identify the configuration for optimal state initialization and demonstrate a path toward near-unity polarized efficiency. We also derive simple analytical formulas for the photon output in each polarization as a function of the Purcell-enhanced emission rates, which shed light on the physical mechanism behind our results.",2512.02798v1,cond-mat.mes-hall,2025-12-02 14:15:08+00:00,https://arxiv.org/pdf/2512.02798v1
Responsible Discovery in Astrobiology: Lessons from Four Controversial Claims,"['Daliah Raquel Bibas', 'Clément Vidal']","This paper examines four case studies of life-detection claims in astrobiology, covering both biosignatures and technosignatures: the 1877 ""canals"" on Mars, the 1976 Mars Viking landers experiments, the 2020 phosphine detection on Venus, and the 2020 Breakthrough Listen Candidate 1 (BLC1) signal. We analyse the process of discovery for each case, including how they were detected, the media reception, the ensuing scientific debate, the correction processes, and the time it took until an expert consensus was reached. We identify lessons learned while providing scientists, the scientific community, and science communicators with recommendations for approaching future claims of astrobiological discoveries. To avoid potential cognitive biases and mitigate premature conclusions, we stress the need for clear communication of uncertainties, as well as thorough debate and verification processes among the scientific community. These responsible approaches can strengthen the credibility of scientists, cultivate a supportive scientific community, and help astrobiology flourish as a field.",2512.04122v1,physics.pop-ph,2025-12-02 14:12:46+00:00,https://arxiv.org/pdf/2512.04122v1
"Towards Observation Lakehouses: Living, Interactive Archives of Software Behavior",['Marcus Kessel'],"Code-generating LLMs are trained largely on static artifacts (source, comments, specifications) and rarely on materializations of run-time behavior. As a result, they readily internalize buggy or mislabeled code. Since non-trivial semantic properties are undecidable in general, the only practical way to obtain ground-truth functionality is by dynamic observation of executions. In prior work, we addressed representation with Sequence Sheets, Stimulus-Response Matrices (SRMs), and Stimulus-Response Cubes (SRCs) to capture and compare behavior across tests, implementations, and contexts. These structures make observation data analyzable offline and reusable, but they do not by themselves provide persistence, evolution, or interactive analytics at scale. In this paper, therefore, we introduce observation lakehouses that operationalize continual SRCs: a tall, append-only observations table storing every actuation (stimulus, response, context) and SQL queries that materialize SRC slices on demand. Built on Apache Parquet + Iceberg + DuckDB, the lakehouse ingests data from controlled pipelines (LASSO) and CI pipelines (e.g., unit test executions), enabling n-version assessment, behavioral clustering, and consensus oracles without re-execution. On a 509-problem benchmark, we ingest $\approx$8.6M observation rows ($<$51MiB) and reconstruct SRM/SRC views and clusters in $<$100ms on a laptop, demonstrating that continual behavior mining is practical without a distributed cluster of machines. This makes behavioral ground truth first-class alongside other run-time data and provides an infrastructure path toward behavior-aware evaluation and training. The Observation Lakehouse, together with the accompanying dataset, is publicly available as an open-source project on GitHub: https://github.com/SoftwareObservatorium/observation-lakehouse",2512.02795v1,cs.SE,2025-12-02 14:12:36+00:00,https://arxiv.org/pdf/2512.02795v1
HUD: Hierarchical Uncertainty-Aware Disambiguation Network for Composed Video Retrieval,"['Zhiwei Chen', 'Yupeng Hu', 'Zixu Li', 'Zhiheng Fu', 'Haokun Wen', 'Weili Guan']","Composed Video Retrieval (CVR) is a challenging video retrieval task that utilizes multi-modal queries, consisting of a reference video and modification text, to retrieve the desired target video. The core of this task lies in understanding the multi-modal composed query and achieving accurate composed feature learning. Within multi-modal queries, the video modality typically carries richer semantic content compared to the textual modality. However, previous works have largely overlooked the disparity in information density between these two modalities. This limitation can lead to two critical issues: 1) modification subject referring ambiguity and 2) limited detailed semantic focus, both of which degrade the performance of CVR models. To address the aforementioned issues, we propose a novel CVR framework, namely the Hierarchical Uncertainty-aware Disambiguation network (HUD). HUD is the first framework that leverages the disparity in information density between video and text to enhance multi-modal query understanding. It comprises three key components: (a) Holistic Pronoun Disambiguation, (b) Atomistic Uncertainty Modeling, and (c) Holistic-to-Atomistic Alignment. By exploiting overlapping semantics through holistic cross-modal interaction and fine-grained semantic alignment via atomistic-level cross-modal interaction, HUD enables effective object disambiguation and enhances the focus on detailed semantics, thereby achieving precise composed feature learning. Moreover, our proposed HUD is also applicable to the Composed Image Retrieval (CIR) task and achieves state-of-the-art performance across three benchmark datasets for both CVR and CIR tasks. The codes are available on https://zivchen-ty.github.io/HUD.github.io/.",2512.02792v1,cs.CV,2025-12-02 14:10:16+00:00,https://arxiv.org/pdf/2512.02792v1
"Diagnose, Correct, and Learn from Manipulation Failures via Visual Symbols","['Xianchao Zeng', 'Xinyu Zhou', 'Youcheng Li', 'Jiayou Shi', 'Tianle Li', 'Liangming Chen', 'Lei Ren', 'Yong-Lu Li']","Vision-Language-Action (VLA) models have recently achieved remarkable progress in robotic manipulation, yet they remain limited in failure diagnosis and learning from failures. Additionally, existing failure datasets are mostly generated programmatically in simulation, which limits their generalization to the real world. In light of these, we introduce ViFailback, a framework designed to diagnose robotic manipulation failures and provide both textual and visual correction guidance. Our framework utilizes explicit visual symbols to enhance annotation efficiency. We further release the ViFailback dataset, a large-scale collection of 58,126 Visual Question Answering (VQA) pairs along with their corresponding 5,202 real-world manipulation trajectories. Based on the dataset, we establish ViFailback-Bench, a benchmark of 11 fine-grained VQA tasks designed to assess the failure diagnosis and correction abilities of Vision-Language Models (VLMs), featuring ViFailback-Bench Lite for closed-ended and ViFailback-Bench Hard for open-ended evaluation. To demonstrate the effectiveness of our framework, we built the ViFailback-8B VLM, which not only achieves significant overall performance improvement on ViFailback-Bench but also generates visual symbols for corrective action guidance. Finally, by integrating ViFailback-8B with a VLA model, we conduct real-world robotic experiments demonstrating its ability to assist the VLA model in recovering from failures. Project Website: https://x1nyuzhou.github.io/vifailback.github.io/",2512.02787v2,cs.RO,2025-12-02 14:02:42+00:00,https://arxiv.org/pdf/2512.02787v2
FiMMIA: scaling semantic perturbation-based membership inference across modalities,"['Anton Emelyanov', 'Sergei Kudriashov', 'Alena Fenogenova']","Membership Inference Attacks (MIAs) aim to determine whether a specific data point was included in the training set of a target model. Although there are have been numerous methods developed for detecting data contamination in large language models (LLMs), their performance on multimodal LLMs (MLLMs) falls short due to the instabilities introduced through multimodal component adaptation and possible distribution shifts across multiple inputs. In this work, we investigate multimodal membership inference and address two issues: first, by identifying distribution shifts in the existing datasets, and second, by releasing an extended baseline pipeline to detect them. We also generalize the perturbation-based membership inference methods to MLLMs and release \textbf{FiMMIA} -- a modular \textbf{F}ramework for \textbf{M}ultimodal \textbf{MIA}.\footnote{The source code and framework have been made publicly available under the MIT license via \href{https://github.com/ai-forever/data_leakage_detect}{link}.The video demonstration is available on \href{https://youtu.be/a9L4-H80aSg}{YouTube}.} Our approach trains a neural network to analyze the target model's behavior on perturbed inputs, capturing distributional differences between members and non-members. Comprehensive evaluations on various fine-tuned multimodal models demonstrate the effectiveness of our perturbation-based membership inference attacks in multimodal domains.",2512.02786v1,cs.LG,2025-12-02 14:00:28+00:00,https://arxiv.org/pdf/2512.02786v1
Universality and Falsifiability of Quantum Spacetime Decoherence: A Gauge-Invariant Framework for Gravitational-Wave Phase Diffusion,"['Hu Cang', 'Yuan Wang']","We develop a fully gauge-invariant and rigorously derived framework for computing the cumulative decoherence of gravitational waves (GWs) propagating through a stochastic quantum spacetime. Working directly with the Riemann-tensor two-point function and exploiting the extreme adiabaticity of cosmological GW propagation, we show that phase diffusion, rather than amplitude attenuation or mode mixing, is the unique leading-order imprint of microscopic curvature fluctuations. Our main theoretical result is a universality theorem: for any quantum-gravity model whose curvature fluctuations possess a finite correlation length, the accumulated phase variance grows linearly with distance, independent of the underlying microphysics. This diffusive scaling contrasts sharply with coherent astrophysical effects and with nonlocal models. The frequency exponent therefore becomes a clean spectral discriminator, separating string-foam recoil, holographic or scale-invariant noise, and causal-set discreteness. We obtain these results from first principles by evaluating the projected Riemann correlator along null geodesics and determining the exact conditions under which deviations from universality can arise. Finally, we outline a hierarchical Bayesian strategy for measuring this effect with LIGO, LISA, and Pulsar Timing Arrays. Although standard Planck-scale fluctuations remain far below current sensitivity, this framework provides a sharp and falsifiable test of exotic quantum-spacetime scenarios, particularly those with macroscopic correlation lengths or strong energy dependence.",2512.02782v1,gr-qc,2025-12-02 13:56:06+00:00,https://arxiv.org/pdf/2512.02782v1
LumiX: Structured and Coherent Text-to-Intrinsic Generation,"['Xu Han', 'Biao Zhang', 'Xiangjun Tang', 'Xianzhi Li', 'Peter Wonka']","We present LumiX, a structured diffusion framework for coherent text-to-intrinsic generation. Conditioned on text prompts, LumiX jointly generates a comprehensive set of intrinsic maps (e.g., albedo, irradiance, normal, depth, and final color), providing a structured and physically consistent description of an underlying scene. This is enabled by two key contributions: 1) Query-Broadcast Attention, a mechanism that ensures structural consistency by sharing queries across all maps in each self-attention block. 2) Tensor LoRA, a tensor-based adaptation that parameter-efficiently models cross-map relations for efficient joint training. Together, these designs enable stable joint diffusion training and unified generation of multiple intrinsic properties. Experiments show that LumiX produces coherent and physically meaningful results, achieving 23% higher alignment and a better preference score (0.19 vs. -0.41) compared to the state of the art, and it can also perform image-conditioned intrinsic decomposition within the same framework.",2512.02781v1,cs.CV,2025-12-02 13:56:02+00:00,https://arxiv.org/pdf/2512.02781v1
Devil's Games and $\text{Q}\mathbb{R}$: Continuous Games complete for the First-Order Theory of the Reals,"['Lucas Meijer', 'Arnaud de Mesmay', 'Tillmann Miltzow', 'Marcus Schaefer', 'Jack Stade']","We introduce the complexity class Quantified Reals ($\text{Q}\mathbb{R}$). Let FOTR be the set of true sentences in the first-order theory of the reals. A language $L$ is in $\text{Q}\mathbb{R}$, if there is a polynomial time reduction from $L$ to FOTR. This seems the first time this complexity class is studied. We show that $\text{Q}\mathbb{R}$ can also be defined using real Turing machines. It is known that deciding FOTR requires at least exponential time unconditionally [Berman, 1980].
  We focus on devil's games with two defining properties: (1) Players (human and devil) alternate turns and (2) each turn has a continuum of options.
  First, we show that FOTRINV is $\text{Q}\mathbb{R}$-complete. FOTRINV has only inversion and addition constraints and all variables are in a compact interval. FOTRINV is a stepping stone for further reductions.
  Second, we show that the Packing Game is $\text{Q}\mathbb{R}$-complete. In the Packing Game we are given a container and two sets of pieces. One set of pieces for the human and one set for the devil. The human and the devil alternate by placing a piece into the container. Both rotations and translations are allowed. The first player that cannot place a piece loses.
  Third, we show that the Planar Extension Game is $\text{Q}\mathbb{R}$-complete. We are given a partially drawn plane graph and the human and the devil alternate by placing vertices and the corresponding edges in a straight-line manner. The vertices and edges to be placed are prescribed before hand. The first player that cannot place a vertex loses.
  Finally, we show that the Order Type Game is $\text{Q}\mathbb{R}$-complete. We are given an order-type together with a linear order. The human and the devil alternate in placing a point in the Euclidean plane following the linear order. The first player that cannot place a point correctly loses.",2512.02779v1,cs.CG,2025-12-02 13:54:17+00:00,https://arxiv.org/pdf/2512.02779v1
Realization of polytype heterostructures via delicate structural transitions from a doped-Mott insulator,"['Yanyan Geng', 'Manyu Wang', 'Shumin Meng', 'Shuo Mi', 'Chang Li', 'Huiji Hu', 'Jianfeng Guo', 'Rui Xu', 'Fei Pang', 'Wei Ji', 'Weichang Zhou', 'Zhihai Cheng']","Transition metal dichalcogenides (TMDs) host multiple competing structural and electronic phases, making them an ideal platform for constructing polytype heterostructures with emergent quantum properties. However, controlling phase transitions to form diverse heterostructures inside a single crystal remains challenging. Here, we realize vertical/lateral polytype heterostructures in a hole-doped Mott insulator via thermal-annealing-induced structural transitions. Raman spectroscopy, atomic force microscopy (AFM) and scanning Kelvin probe force microscopy (SKPM) confirm the coexistence of T-H polytype heterostructures. Atomic-scale scanning tunneling microscopy/spectroscopy (STM/STS) measurements reveal the transparent effect in 1H/1T vertical heterostructures, where the charge density wave (CDW) of the underlying 1T-layer superposes on the top 1H-layer under positive bias. By systematically comparing 1T/1H and 1T/1T interfaces, we demonstrate that the metallic 1H-layer imposes a Coulomb screening effect on the 1T-layer, suppressing the formation of CDW domain walls and forming more ordered electronic states. These results clarify the interfacial coupling between distinct quantum many-body phases and establish a controllable pathway for constructing two-dimensional polytype heterostructures with tunable electronic properties.",2512.02778v1,cond-mat.mtrl-sci,2025-12-02 13:54:10+00:00,https://arxiv.org/pdf/2512.02778v1
CogDrive: Cognition-Driven Multimodal Prediction-Planning Fusion for Safe Autonomy,"['Heye Huang', 'Yibin Yang', 'Mingfeng Fan', 'Haoran Wang', 'Xiaocong Zhao', 'Jianqiang Wang']","Safe autonomous driving in mixed traffic requires a unified understanding of multimodal interactions and dynamic planning under uncertainty. Existing learning based approaches struggle to capture rare but safety critical behaviors, while rule based systems often lack adaptability in complex interactions. To address these limitations, CogDrive introduces a cognition driven multimodal prediction and planning framework that integrates explicit modal reasoning with safety aware trajectory optimization. The prediction module adopts cognitive representations of interaction modes based on topological motion semantics and nearest neighbor relational encoding. With a differentiable modal loss and multimodal Gaussian decoding, CogDrive learns sparse and unbalanced interaction behaviors and improves long horizon trajectory prediction. The planning module incorporates an emergency response concept and optimizes safety stabilized trajectories, where short term consistent branches ensure safety during replanning cycles and long term branches support smooth and collision free motion under low probability switching modes. Experiments on Argoverse2 and INTERACTION datasets show that CogDrive achieves strong performance in trajectory accuracy and miss rate, while closed loop simulations confirm adaptive behavior in merge and intersection scenarios. By combining cognitive multimodal prediction with safety oriented planning, CogDrive offers an interpretable and reliable paradigm for safe autonomy in complex traffic.",2512.02777v1,cs.RO,2025-12-02 13:53:18+00:00,https://arxiv.org/pdf/2512.02777v1
Intrinsic Second-Order Topological Superconductors with Tunable Majorana Zero Modes,"['Xiao-Jiao Wang', 'Yijie Mo', 'Zhi Wang', 'Zhigang Wu', 'Zhongbo Yan']","Dirac semimetals, with their protected Dirac points, present an ideal platform for realizing intrinsic topological superconductivity. In this work, we investigate superconductivity in a two-dimensional, square-lattice nonsymmorphic Dirac semimetal. In the normal state near half-filling, the Fermi surface consists of two distinct pockets, each enclosing a Dirac point at a time-reversal invariant momentum ($\textbf{X}=(π,0)$ and $\textbf{Y}=(0,π)$). Considering an on-site repulsive and nearest-neighbor attractive interaction, we use self-consistent mean-field theory to determine the ground-state pairing symmetry. We find that an even-parity, spin-singlet $d_{x^{2}-y^{2}}$-wave pairing is favored as it gives rise to a fully gapped superconducting state. Since the pairing amplitude has opposite signs on the two Dirac Fermi pockets, the superconducting state is identified as a second-order topological superconductor. The hallmark of this topological phase is the emergence of Majorana zero modes at the system's boundaries. Notably, the positions of these Majorana modes are highly controllable and can be manipulated simply by tailoring the boundary sublattice terminations. Our results highlight the promise of nonsymmorphic Dirac semimetals for realizing and manipulating Majorana modes.",2512.02775v1,cond-mat.supr-con,2025-12-02 13:52:51+00:00,https://arxiv.org/pdf/2512.02775v1
Leptophilic Gauge Interactions in the SMEFT Era,['Seyit Okan Kara'],"We develop a ""precision-ready"", model-independent EFT framework that connects general leptophilic gauge interactions to their low-energy manifestations in SMEFT and LEFT. Starting from a broad U(1)'_ell extension in which leptons carry family-dependent charges (q_e, q_mu, q_tau) while quarks remain neutral, quantum consistency is ensured through a minimal set of vectorlike leptons, chiral under U(1)'_ell but vectorlike under the SM, together with singlet scalars responsible for symmetry breaking and the masses of both Z_ell and the heavy leptons. In the heavy-mediator limit, we integrate out Z_ell at tree level and derive compact, analytic SMEFT Wilson coefficients for four-lepton operators and Higgs-current structures, including hypercharge-U(1)'_ell kinetic mixing proportional to Tr(Y Q'). Renormalization-group evolution down to the electroweak scale and matching onto LEFT produce closed-form expressions directly applicable to e+e- -> l+l-, neutrino trident production, nu e scattering, parity-violating Moeller observables, and muon-decay parameters. A single parameter combination, Lambda_eff = M_Zell / (g_ell * sqrt(|q q'|)), governs all leading EFT signatures, offering a unified way to map UV charge assignments onto precision observables. We delineate the validity domain of this EFT and outline its use as a ""plug-and-play"" interface for global fits, collider recasts, and future-collider projections.",2512.02773v1,hep-ph,2025-12-02 13:51:36+00:00,https://arxiv.org/pdf/2512.02773v1
Reinforcement learning for irreversible reinsurance problems: the randomized singular control approach,"['Zongxia Liang', 'Xiaodong Luo', 'Xiang Yu']","This paper studies the continuous-time reinforcement learning for stochastic singular control with the application to an infinite-horizon irreversible reinsurance problems. The singular control is equivalently characterized as a pair of regions of time and the augmented states, called the singular control law. To encourage the exploration in the learning procedure, we propose a randomization method for the singular control laws, new to the literature, by considering an auxiliary singular control and entropy regularization. The exploratory singular control problem is formulated as a two-stage optimal control problem, where the time-inconsistency issue arises in the outer problem. In the specific model setup with known model coefficients, we provide the full characterization of the time-consistent equilibrium singular controls for the two-stage problem. Taking advantage of the solution structure, we can consider the proper parameterization of the randomized equilibrium policy and the value function when the model is unknown and further devise the actor-critic reinforcement learning algorithms. In the numerical experiment, we present the superior convergence of parameter iterations towards the true values based on the randomized equilibrium policy and illustrate how the exploration may advance the learning performance in the context of singular controls.",2512.02769v1,math.OC,2025-12-02 13:49:13+00:00,https://arxiv.org/pdf/2512.02769v1
Diffusion-Prior Split Gibbs Sampling for Synthetic Aperture Radar Imaging under Incomplete Measurements,"['Hefei Gao', 'Tianyao Huang', 'Letian Guo', 'Jie He', 'Yonina C. Eldar']","Synthetic aperture radar (SAR) imaging plays a critical role in all-weather, day-and-night remote sensing, yet reconstruction is often challenged by noise, undersampling, and complex scattering scenarios. Conventional methods, including matched filtering and sparsity-based compressed sensing, are limited in capturing intricate scene structures and frequently suffer from artifacts, elevated sidelobes, and loss of fine details. Recent diffusion models have demonstrated superior capability in representing high-order priors; however, existing diffusion-based SAR methods still yield degraded reconstructions due to oversimplified likelihood approximations in guided sampling. In this work, we propose a diffusion-driven split Gibbs sampling framework for SAR reconstruction, rigorously integrating measurement fidelity with learned diffusion priors. By alternately performing likelihood- and prior-driven updates via proximal sampling, this method ensures progressive convergence toward the true posterior while fully leveraging the expressive power of diffusion priors. Extensive experiments on simulated and Sentinel-1A datasets demonstrate substantial performance improvements: over 7 dB average PSNR gain in simulations, along with significant sidelobe suppression (MPLSR +2.96 dB, MISLR +11.5 dB) with respect to the best baseline result. On real-world Sentinel-1A data, the method achieves an average PSNR gain of 1.6 dB while effectively reducing artifacts and preserving scene details, including ridges, edges, and fine textures. These results underscore the potential of the adapted framework as a robust and generalizable solution for high-fidelity SAR imaging across diverse sensing scenarios.",2512.02768v1,eess.SP,2025-12-02 13:48:45+00:00,https://arxiv.org/pdf/2512.02768v1
Effects of disease duration and antipsychotics on brain age in schizophrenia,"['Alejandro Roig-Herrero', 'Luis M. San-José-Revuelta', 'Rafael Navarro-González', 'Rodrigo de Luis-García', 'Vicente Molina']","Accelerated brain aging has been consistently reported in patients with schizophrenia. Over the past decade, these findings have been replicated using the Brain Age paradigm, which applies machine learning techniques to estimate brain age from neuroimaging data. This approach yields a single index, the Brain Age Gap, defined as the difference between predicted and chronological age. Nevertheless, both the progressive nature of this phenomenon and the potential role of antipsychotic medication remain unclear. To investigate its progression, we compared the Brain Age Gap between individuals experiencing a first episode of psychosis and healthy controls using ANCOVA, adjusting for age, sex, body mass index, and estimated total intracranial volume. To enhance the robustness of our findings, we employed two distinct models: a transformer-inspired model based on harmonized volumetric brain features extracted with FastSurfer, and a previously trained deep learning model. To assess the potential effect of medication, we further compared bipolar patients who received antipsychotic treatment with those who did not. Mann-Whitney U test consistently showed that medicated bipolar patients did not exhibit a significantly larger Brain Age Gap. Both models converge on the conclusion that accelerated brain aging is unlikely to be explained by antipsychotic medication alone. Longitudinal studies are therefore required to clarify the temporal dynamics of brain aging in schizophrenia.",2512.02765v1,eess.SP,2025-12-02 13:45:32+00:00,https://arxiv.org/pdf/2512.02765v1
