title,authors,abstract,arxiv_id,category,date,pdf_url,query_used
Learning quantum properties from short-range correlations using multi-task networks,"['Ya-Dong Wu', 'Yan Zhu', 'Yuexuan Wang', 'Giulio Chiribella']","Characterizing multipartite quantum systems is crucial for quantum computing and many-body physics. The problem, however, becomes challenging when the system size is large and the properties of interest involve correlations among a large number of particles. Here we introduce a neural network model that can predict various quantum properties of many-body quantum states with constant correlation length, using only measurement data from a small number of neighboring sites. The model is based on the technique of multi-task learning, which we show to offer several advantages over traditional single-task approaches. Through numerical experiments, we show that multi-task learning can be applied to sufficiently regular states to predict global properties, like string order parameters, from the observation of short-range correlations, and to distinguish between quantum phases that cannot be distinguished by single-task networks. Remarkably, our model appears to be able to transfer information learnt from lower dimensional quantum systems to higher dimensional ones, and to make accurate predictions for Hamiltonians that were not seen in the training.",2310.11807v3,quant-ph,2023-10-18 08:53:23+00:00,https://arxiv.org/pdf/2310.11807v3,"""quantum"" AND ""physics-informed neural networks"""
Moire synaptic transistor for homogeneous-architecture reservoir computing,"['Pengfei Wang', 'Moyu Chen', 'Yongqin Xie', 'Chen Pan', 'Kenji Watanabe', 'Takashi Taniguchi', 'Bin Cheng', 'Shi-Jun Liang', 'Feng Miao']","Reservoir computing has been considered as a promising intelligent computing paradigm for effectively processing complex temporal information. Exploiting tunable and reproducible dynamics in the single electronic device have been desired to implement the reservoir and the readout layer of reservoir computing system. Two-dimensional moire material, with an artificial lattice constant many times larger than the atomic length scale, is one type of most studied artificial quantum materials in community of material science and condensed-matter physics over the past years. These materials are featured with gate-tunable periodic potential and electronic correlation, thus varying the electric field allows the electrons in the moire potential per unit cell to exhibit distinct and reproducible dynamics, showing great promise in robust reservoir computing. Here, we report that a moire synaptic transistor can be used to implement the reservoir computing system with a homogeneous reservoir-readout architecture. The synaptic transistor is fabricated based on a h-BN/bilayer graphene/h-BN moire heterostructure, exhibiting ferroelectricity-like hysteretic gate voltage dependence of resistance. Varying the magnitude of the gate voltage enables the moire transistor to be switched between long-term memory and short-term memory with nonlinear dynamics. By employing the short- and long-term memory as the reservoir nodes and weights of the readout layer, respectively, we construct a full-moire physical neural network and demonstrate that the classification accuracy of 90.8% can be achieved for the MNIST handwritten digit database. Our work would pave the way towards the development of neuromorphic computing based on the moire materials.",2310.11743v1,cond-mat.mes-hall,2023-10-18 06:55:32+00:00,https://arxiv.org/pdf/2310.11743v1,"""quantum"" AND ""physics-informed neural networks"""
On Training Derivative-Constrained Neural Networks,"['KaiChieh Lo', 'Daniel Huang']",We refer to the setting where the (partial) derivatives of a neural network's (NN's) predictions with respect to its inputs are used as additional training signal as a derivative-constrained (DC) NN. This situation is common in physics-informed settings in the natural sciences. We propose an integrated RELU (IReLU) activation function to improve training of DC NNs. We also investigate denormalization and label rescaling to help stabilize DC training. We evaluate our methods on physics-informed settings including quantum chemistry and Scientific Machine Learning (SciML) tasks. We demonstrate that existing architectures with IReLU activations combined with denormalization and label rescaling better incorporate training signal provided by derivative constraints.,2310.01649v2,cs.LG,2023-10-02 21:23:31+00:00,https://arxiv.org/pdf/2310.01649v2,"""quantum"" AND ""physics-informed neural networks"""
Solving Einstein equations using deep learning,"['Zhi-Han Li', 'Chen-Qi Li', 'Long-Gang Pang']","Einstein field equations are notoriously challenging to solve due to their complex mathematical form, with few analytical solutions available in the absence of highly symmetric systems or ideal matter distribution. However, accurate solutions are crucial, particularly in systems with strong gravitational field such as black holes or neutron stars. In this work, we use neural networks and auto differentiation to solve the Einstein field equations numerically inspired by the idea of physics-informed neural networks (PINNs). By utilizing these techniques, we successfully obtain the Schwarzschild metric and the charged Schwarzschild metric given the energy-momentum tensor of matter. This innovative method could open up a different way for solving space-time coupled Einstein field equations and become an integral part of numerical relativity.",2309.07397v1,gr-qc,2023-09-14 02:46:48+00:00,https://arxiv.org/pdf/2309.07397v1,"""quantum"" AND ""physics-informed neural networks"""
Supervised Machine Learning and Physics based Machine Learning approach for prediction of peak temperature distribution in Additive Friction Stir Deposition of Aluminium Alloy,['Akshansh Mishra'],"Additive friction stir deposition (AFSD) is a novel solid-state additive manufacturing technique that circumvents issues of porosity, cracking, and properties anisotropy that plague traditional powder bed fusion and directed energy deposition approaches. However, correlations between process parameters, thermal profiles, and resulting microstructure in AFSD remain poorly understood. This hinders process optimization for properties. This work employs a framework combining supervised machine learning (SML) and physics-informed neural networks (PINNs) to predict peak temperature distribution in AFSD from process parameters. Eight regression algorithms were implemented for SML modeling, while four PINNs leveraged governing equations for transport, wave propagation, heat transfer, and quantum mechanics. Across multiple statistical measures, ensemble techniques like gradient boosting proved superior for SML, with lowest MSE of 165.78. The integrated ML approach was also applied to classify deposition quality from process factors, with logistic regression delivering robust accuracy. By fusing data-driven learning and fundamental physics, this dual methodology provides comprehensive insights into tailoring microstructure through thermal management in AFSD. The work demonstrates the power of bridging statistical and physics-based modeling for elucidating AM process-property relationships.",2309.06838v2,cs.LG,2023-09-13 09:39:42+00:00,https://arxiv.org/pdf/2309.06838v2,"""quantum"" AND ""physics-informed neural networks"""
Physics-Informed Neural Networks for an optimal counterdiabatic quantum computation,"['Antonio Ferrer-Sánchez', 'Carlos Flores-Garrigos', 'Carlos Hernani-Morales', 'José J. Orquín-Marqués', 'Narendra N. Hegade', 'Alejandro Gomez Cadavid', 'Iraitz Montalban', 'Enrique Solano', 'Yolanda Vives-Gilabert', 'José D. Martín-Guerrero']","We introduce a novel methodology that leverages the strength of Physics-Informed Neural Networks (PINNs) to address the counterdiabatic (CD) protocol in the optimization of quantum circuits comprised of systems with $N_{Q}$ qubits. The primary objective is to utilize physics-inspired deep learning techniques to accurately solve the time evolution of the different physical observables within the quantum system. To accomplish this objective, we embed the necessary physical information into an underlying neural network to effectively tackle the problem. In particular, we impose the hermiticity condition on all physical observables and make use of the principle of least action, guaranteeing the acquisition of the most appropriate counterdiabatic terms based on the underlying physics. The proposed approach offers a dependable alternative to address the CD driving problem, free from the constraints typically encountered in previous methodologies relying on classical numerical approximations. Our method provides a general framework to obtain optimal results from the physical observables relevant to the problem, including the external parameterization in time known as scheduling function, the gauge potential or operator involving the non-adiabatic terms, as well as the temporal evolution of the energy levels of the system, among others. The main applications of this methodology have been the $\mathrm{H_{2}}$ and $\mathrm{LiH}$ molecules, represented by a 2-qubit and 4-qubit systems employing the STO-3G basis. The presented results demonstrate the successful derivation of a desirable decomposition for the non-adiabatic terms, achieved through a linear combination utilizing Pauli operators. This attribute confers significant advantages to its practical implementation within quantum computing algorithms.",2309.04434v2,quant-ph,2023-09-08 16:55:39+00:00,https://arxiv.org/pdf/2309.04434v2,"""quantum"" AND ""physics-informed neural networks"""
Unifying over-smoothing and over-squashing in graph neural networks: A physics informed approach and beyond,"['Zhiqi Shao', 'Dai Shi', 'Andi Han', 'Yi Guo', 'Qibin Zhao', 'Junbin Gao']","Graph Neural Networks (GNNs) have emerged as one of the leading approaches for machine learning on graph-structured data. Despite their great success, critical computational challenges such as over-smoothing, over-squashing, and limited expressive power continue to impact the performance of GNNs. In this study, inspired from the time-reversal principle commonly utilized in classical and quantum physics, we reverse the time direction of the graph heat equation. The resulted reversing process yields a class of high pass filtering functions that enhance the sharpness of graph node features. Leveraging this concept, we introduce the Multi-Scaled Heat Kernel based GNN (MHKG) by amalgamating diverse filtering functions' effects on node features. To explore more flexible filtering conditions, we further generalize MHKG into a model termed G-MHKG and thoroughly show the roles of each element in controlling over-smoothing, over-squashing and expressive power. Notably, we illustrate that all aforementioned issues can be characterized and analyzed via the properties of the filtering functions, and uncover a trade-off between over-smoothing and over-squashing: enhancing node feature sharpness will make model suffer more from over-squashing, and vice versa. Furthermore, we manipulate the time again to show how G-MHKG can handle both two issues under mild conditions. Our conclusive experiments highlight the effectiveness of proposed models. It surpasses several GNN baseline models in performance across graph datasets characterized by both homophily and heterophily.",2309.02769v2,cs.LG,2023-09-06 06:22:18+00:00,https://arxiv.org/pdf/2309.02769v2,"""quantum"" AND ""physics-informed neural networks"""
Clusternets: A deep learning approach to probe clustering dark energy,"['Amirmohammad Chegeni', 'Farbod Hassani', 'Alireza Vafaei Sadr', 'Nima Khosravi', 'Martin Kunz']","Machine Learning (ML) algorithms are becoming popular in cosmology for extracting valuable information from cosmological data. In this paper, we evaluate the performance of a Convolutional Neural Network (CNN) trained on matter density snapshots to distinguish clustering Dark Energy (DE) from the cosmological constant scenario and to detect the speed of sound ($c_s$) associated with clustering DE. We compare the CNN results with those from a Random Forest (RF) algorithm trained on power spectra. Varying the dark energy equation of state parameter $w_{\rm{DE}}$ within the range of -0.7 to -0.99, while keeping $c_s^2 = 1$, we find that the CNN approach results in a significant improvement in accuracy over the RF algorithm. The improvement in classification accuracy can be as high as $40\%$ depending on the physical scales involved. We also investigate the ML algorithms' ability to detect the impact of the speed of sound by choosing $c_s^2$ from the set $\{1, 10^{-2}, 10^{-4}, 10^{-7}\}$ while maintaining a constant $w_{\rm DE}$ for three different cases: $w_{\rm DE} \in \{-0.7, -0.8, -0.9\}$. Our results suggest that distinguishing between various values of $c_s^2$ and the case where $c_s^2=1$ is challenging, particularly at small scales and when $w_{\rm{DE}}\approx -1$. However, as we consider larger scales, the accuracy of $c_s^2$ detection improves. Notably, the CNN algorithm consistently outperforms the RF algorithm, leading to an approximate $20\%$ enhancement in $c_s^2$ detection accuracy in some cases.",2308.03517v2,astro-ph.CO,2023-08-07 12:11:27+00:00,https://arxiv.org/pdf/2308.03517v2,"""quantum"" AND ""physics-informed neural networks"""
Estimating Entanglement Entropy via Variational Quantum Circuits with Classical Neural Networks,"['Sangyun Lee', 'Hyukjoon Kwon', 'Jae Sung Lee']","Entropy plays a crucial role in both physics and information science, encompassing classical and quantum domains. In this work, we present the Quantum Neural Entropy Estimator (QNEE), a novel approach that combines classical neural network (NN) with variational quantum circuits to estimate the von Neumann and Renyi entropies of a quantum state. QNEE provides accurate estimates of entropy while also yielding the eigenvalues and eigenstates of the input density matrix. Leveraging the capabilities of classical NN, QNEE can classify different phases of quantum systems that accompany the changes of entanglement entropy. Our numerical simulation demonstrates the effectiveness of QNEE by applying it to the 1D XXZ Heisenberg model. In particular, QNEE exhibits high sensitivity in estimating entanglement entropy near the phase transition point. We expect that QNEE will serve as a valuable tool for quantum entropy estimation and phase classification.",2307.13511v2,quant-ph,2023-07-25 14:04:21+00:00,https://arxiv.org/pdf/2307.13511v2,"""quantum"" AND ""physics-informed neural networks"""
Stabilization and Dissipative Information Transfer of a Superconducting Kerr-Cat Qubit,"['Ufuk Korkmaz', 'Deniz Türkpençe']","Today, the competition to build a quantum computer continues, and the number of qubits in hardware is increasing rapidly. However, the quantum noise that comes with this process reduces the performance of algorithmic applications, so alternative ways in quantum computer architecture and implementation of algorithms are discussed on the one hand. One of these alternative ways is the hybridization of the circuit-based quantum computing model with the dissipative-based computing model. Here, the goal is to apply the part of the algorithm that provides the quantum advantage with the quantum circuit model, and the remaining part with the dissipative model, which is less affected by noise. This scheme is of importance to quantum machine learning algorithms that involve highly repetitive processes and are thus susceptible to noise. In this study, we examine dissipative information transfer to a qubit model called Cat-Qubit. This model is especially important for the dissipative-based version of the binary quantum classification, which is the basic processing unit of quantum machine learning algorithms. On the other hand, Cat-Qubit architecture, which has the potential to easily implement activation-like functions in artificial neural networks due to its rich physics, also offers an alternative hardware opportunity for quantum artificial neural networks. Numerical calculations exhibit successful transfer of quantum information from reservoir qubits by a repeated-interactions-based dissipative scheme.",2307.12298v1,quant-ph,2023-07-23 11:28:52+00:00,https://arxiv.org/pdf/2307.12298v1,"""quantum"" AND ""physics-informed neural networks"""
"Recent Advances in Metasurface Design and Quantum Optics Applications with Machine Learning, Physics-Informed Neural Networks, and Topology Optimization Methods","['Wenye Ji', 'Jin Chang2', 'He-Xiu Xu', 'Jian Rong Gao', 'Simon Gröblacher', 'Paul Urbach', 'Aurèle J. L. Adam']","As a two-dimensional planar material with low depth profile, a metasurface can generate non-classical phase distributions for the transmitted and reflected electromagnetic waves at its interface. Thus, it offers more flexibility to control the wave front. A traditional metasurface design process mainly adopts the forward prediction algorithm, such as Finite Difference Time Domain, combined with manual parameter optimization. However, such methods are time-consuming, and it is difficult to keep the practical meta-atom spectrum being consistent with the ideal one. In addition, since the periodic boundary condition is used in the meta-atom design process, while the aperiodic condition is used in the array simulation, the coupling between neighboring meta-atoms leads to inevitable inaccuracy. In this review, representative intelligent methods for metasurface design are introduced and discussed, including machine learning, physics-information neural network, and topology optimization method. We elaborate on the principle of each approach, analyze their advantages and limitations, and discuss their potential applications. We also summarise recent advances in enabled metasurfaces for quantum optics applications. In short, this paper highlights a promising direction for intelligent metasurface designs and applications for future quantum optics research and serves as an up-to-date reference for researchers in the metasurface and metamaterial fields.",2307.09126v1,physics.optics,2023-07-18 10:17:33+00:00,https://arxiv.org/pdf/2307.09126v1,"""quantum"" AND ""physics-informed neural networks"""
All-optically untangling light propagation through multimode fibres,"['Hlib Kupianskyi', 'Simon A. R. Horsley', 'David B. Phillips']","When light propagates through a complex medium, such as a multimode optical fibre (MMF), the spatial information it carries is scrambled. In this work we experimentally demonstrate an all-optical strategy to unscramble this light again. We first create a digital model capturing the way light has been scattered, and then use this model to inverse-design and build a complementary optical system - which we call an optical inverter - that reverses this scattering process. Our implementation of this concept is based on multi-plane light conversion, and can also be understood as a diffractive artificial neural network or a physical matrix pre-conditioner. We present three design strategies allowing different aspects of device performance to be prioritised. We experimentally demonstrate a prototype optical inverter capable of simultaneously unscrambling up to 30 spatial modes that have propagated through a 1m long MMF, and show how this enables near instantaneous incoherent imaging, without the need for any beam scanning or computational processing. We also demonstrate the reconfigurable nature of this prototype, allowing it to adapt and deliver a new optical transformation if the MMF it is matched to changes configuration. Our work represents a first step towards a new way to see through scattering media. Beyond imaging, this concept may also have applications to the fields of optical communications, optical computing and quantum photonics.",2307.08707v1,physics.optics,2023-07-14 21:48:32+00:00,https://arxiv.org/pdf/2307.08707v1,"""quantum"" AND ""physics-informed neural networks"""
Fast reconstruction of programmable integrated interferometers,"['B. I. Bantysh', 'K. G. Katamadze', 'A. Yu. Chernyavskiy', 'Yu. I. Bogdanov']","Programmable linear optical interferometers are important for classical and quantum information technologies, as well as for building hardware-accelerated artificial neural networks. Recent results showed the possibility of constructing optical interferometers that could implement arbitrary transformations of input fields even in the case of high manufacturing errors. The building of detailed models of such devices drastically increases the efficiency of their practical use. The integral design of interferometers complicates its reconstruction since the internal elements are hard to address. This problem can be approached by using optimization algorithms [Opt. Express 29, 38429 (2021)]. In this paper, we present a novel efficient algorithm based on linear algebra only, which does not use computationally expensive optimization procedures. We show that this approach makes it possible to perform fast and accurate characterization of high-dimensional programmable integrated interferometers. Moreover, the method provides access to the physical characteristics of individual interferometer layers.",2307.03635v1,physics.optics,2023-07-07 14:48:38+00:00,https://arxiv.org/pdf/2307.03635v1,"""quantum"" AND ""physics-informed neural networks"""
Neural network decoder for near-term surface-code experiments,"['Boris M. Varbanov', 'Marc Serra-Peralta', 'David Byfield', 'Barbara M. Terhal']","Neural-network decoders can achieve a lower logical error rate compared to conventional decoders, like minimum-weight perfect matching, when decoding the surface code. Furthermore, these decoders require no prior information about the physical error rates, making them highly adaptable. In this study, we investigate the performance of such a decoder using both simulated and experimental data obtained from a transmon-qubit processor, focusing on small-distance surface codes. We first show that the neural network typically outperforms the matching decoder due to better handling errors leading to multiple correlated syndrome defects, such as $Y$ errors. When applied to the experimental data of [Google Quantum AI, Nature 614, 676 (2023)], the neural network decoder achieves logical error rates approximately $25\%$ lower than minimum-weight perfect matching, approaching the performance of a maximum-likelihood decoder. To demonstrate the flexibility of this decoder, we incorporate the soft information available in the analog readout of transmon qubits and evaluate the performance of this decoder in simulation using a symmetric Gaussian-noise model. Considering the soft information leads to an approximately $10\%$ lower logical error rate, depending on the probability of a measurement error. The good logical performance, flexibility, and computational efficiency make neural network decoders well-suited for near-term demonstrations of quantum memories.",2307.03280v2,quant-ph,2023-07-06 20:31:25+00:00,https://arxiv.org/pdf/2307.03280v2,"""quantum"" AND ""physics-informed neural networks"""
Deep Bayesian Experimental Design for Quantum Many-Body Systems,"['Leopoldo Sarra', 'Florian Marquardt']","Bayesian experimental design is a technique that allows to efficiently select measurements to characterize a physical system by maximizing the expected information gain. Recent developments in deep neural networks and normalizing flows allow for a more efficient approximation of the posterior and thus the extension of this technique to complex high-dimensional situations. In this paper, we show how this approach holds promise for adaptive measurement strategies to characterize present-day quantum technology platforms. In particular, we focus on arrays of coupled cavities and qubit arrays. Both represent model systems of high relevance for modern applications, like quantum simulations and computing, and both have been realized in platforms where measurement and control can be exploited to characterize and counteract unavoidable disorder. Thus, they represent ideal targets for applications of Bayesian experimental design.",2306.14510v1,quant-ph,2023-06-26 08:40:14+00:00,https://arxiv.org/pdf/2306.14510v1,"""quantum"" AND ""physics-informed neural networks"""
Uncertainty Estimation for Molecules: Desiderata and Methods,"['Tom Wollschläger', 'Nicholas Gao', 'Bertrand Charpentier', 'Mohamed Amine Ketata', 'Stephan Günnemann']","Graph Neural Networks (GNNs) are promising surrogates for quantum mechanical calculations as they establish unprecedented low errors on collections of molecular dynamics (MD) trajectories. Thanks to their fast inference times they promise to accelerate computational chemistry applications. Unfortunately, despite low in-distribution (ID) errors, such GNNs might be horribly wrong for out-of-distribution (OOD) samples. Uncertainty estimation (UE) may aid in such situations by communicating the model's certainty about its prediction. Here, we take a closer look at the problem and identify six key desiderata for UE in molecular force fields, three 'physics-informed' and three 'application-focused' ones. To overview the field, we survey existing methods from the field of UE and analyze how they fit to the set desiderata. By our analysis, we conclude that none of the previous works satisfies all criteria. To fill this gap, we propose Localized Neural Kernel (LNK) a Gaussian Process (GP)-based extension to existing GNNs satisfying the desiderata. In our extensive experimental evaluation, we test four different UE with three different backbones and two datasets. In out-of-equilibrium detection, we find LNK yielding up to 2.5 and 2.1 times lower errors in terms of AUC-ROC score than dropout or evidential regression-based methods while maintaining high predictive performance.",2306.14916v1,physics.chem-ph,2023-06-20 15:50:09+00:00,https://arxiv.org/pdf/2306.14916v1,"""quantum"" AND ""physics-informed neural networks"""
Rapid identification of time-frequency domain gravitational wave signals from binary black holes using deep learning,"['Yu-Xin Wang', 'Shang-Jie Jin', 'Tian-Yang Sun', 'Jing-Fei Zhang', 'Xin Zhang']","Recent developments in deep learning techniques have offered an alternative and complementary approach to traditional matched filtering methods for the identification of gravitational wave (GW) signals. The rapid and accurate identification of GW signals is crucial for the progress of GW physics and multi-messenger astronomy, particularly in light of the upcoming fourth and fifth observing runs of LIGO-Virgo-KAGRA. In this work, we use the 2D U-Net algorithm to identify the time-frequency domain GW signals from stellar-mass binary black hole (BBH) mergers. We simulate BBH mergers with component masses from 5 to 80 $M_{\odot}$ and account for the LIGO detector noise. We find that the GW events in the first and second observation runs could all be clearly and rapidly identified. For the third observing run, about $80\%$ GW events could be identified. In particular, GW190814, currently unknown, is a special case that can be identified by the network, while other binary neutron star mergers and neutron star-black hole mergers can not be identified. Compared to the traditional convolutional neural network, the U-Net algorithm can output the time-frequency domain signal images rather than probabilities, providing a more intuitive investigation. Moreover, some of the results through U-Net can provide preliminary inference on the chirp mass information. In conclusion, the U-Net algorithm can rapidly identify the time-frequency domain GW signals from BBH mergers and potentially be helpful for future parameter inferences.",2305.19003v3,gr-qc,2023-05-30 12:59:29+00:00,https://arxiv.org/pdf/2305.19003v3,"""quantum"" AND ""physics-informed neural networks"""
Neural-network-designed three-qubit gates robust against charge noise and crosstalk in silicon,"['David W. Kanaar', 'J. P. Kestner']","Spin qubits in semiconductor quantum dots are a promising platform for quantum computing, however scaling to large systems is hampered by crosstalk and charge noise. Crosstalk here refers to the unwanted off-resonant rotation of idle qubits during the resonant rotation of the target qubit. For a three-qubit system with crosstalk and charge noise, it is difficult to analytically create gate protocols that produce three-qubit gates, such as the Toffoli gate, directly in a single shot instead of through the composition of two-qubit gates. Therefore, we numerically optimize a physics-informed neural network to produce theoretically robust shaped pulses that generate a Toffoli-equivalent gate. Additionally, robust $\fracπ{2}$ $X$ and CZ gates are also presented in this work to create a universal set of gates robust against charge noise. The robust pulses maintain an infidelity of $10^{-3}$ for average quasistatic fluctuations in the voltage of up to a few mV instead of tenths of mV for non-robust pulses.",2305.13132v2,cond-mat.mes-hall,2023-05-22 15:30:11+00:00,https://arxiv.org/pdf/2305.13132v2,"""quantum"" AND ""physics-informed neural networks"""
Bayesian Renormalization,"['David S. Berman', 'Marc S. Klinger', 'Alexander G. Stapleton']","In this note we present a fully information theoretic approach to renormalization inspired by Bayesian statistical inference, which we refer to as Bayesian Renormalization. The main insight of Bayesian Renormalization is that the Fisher metric defines a correlation length that plays the role of an emergent RG scale quantifying the distinguishability between nearby points in the space of probability distributions. This RG scale can be interpreted as a proxy for the maximum number of unique observations that can be made about a given system during a statistical inference experiment. The role of the Bayesian Renormalization scheme is subsequently to prepare an effective model for a given system up to a precision which is bounded by the aforementioned scale. In applications of Bayesian Renormalization to physical systems, the emergent information theoretic scale is naturally identified with the maximum energy that can be probed by current experimental apparatus, and thus Bayesian Renormalization coincides with ordinary renormalization. However, Bayesian Renormalization is sufficiently general to apply even in circumstances in which an immediate physical scale is absent, and thus provides an ideal approach to renormalization in data science contexts. To this end, we provide insight into how the Bayesian Renormalization scheme relates to existing methods for data compression and data generation such as the information bottleneck and the diffusion learning paradigm. We conclude by designing an explicit form of Bayesian Renormalization inspired by Wilson's momentum shell renormalization scheme in Quantum Field Theory. We apply this Bayesian Renormalization scheme to a simple Neural Network and verify the sense in which it organizes the parameters of the model according to a hierarchy of information theoretic importance.",2305.10491v3,hep-th,2023-05-17 18:00:28+00:00,https://arxiv.org/pdf/2305.10491v3,"""quantum"" AND ""physics-informed neural networks"""
Demonstration of Sub-micron UCN Position Resolution using Room-temperature CMOS Sensor,"['S. Lin', 'J. K. Baldwin', 'M. Blatnik', 'S. M. Clayton', 'C. Cude-Woods', 'S. A. Currie', 'B. Filippone', 'E. M. Fries', 'P. Geltenbort', 'A. T. Holley', 'W. Li', 'C. Y. Liu', 'M. Makela', 'C. L. Morris', 'R. Musedinovic', ""C. O'Shaughnessy"", 'R. W. Pattie', 'D. J. Salvat', 'A. Saunders', 'E. I. Sharapov', 'M. Singh', 'X. Sun', 'Z. Tang', 'W. Uhrich', 'W. Wei', 'B. Wolfe', 'A. R. Young', 'Z. Wang']","High spatial resolution of ultracold neutron (UCN) measurement is of growing interest to UCN experiments such as UCN spectrometers, UCN polarimeters, quantum physics of UCNs, and quantum gravity. Here we utilize physics-informed deep learning to enhance the experimental position resolution and to demonstrate sub-micron spatial resolutions for UCN position measurements obtained using a room-temperature CMOS sensor, extending our previous work [1, 2] that demonstrated a position uncertainty of 1.5 microns. We explore the use of the open-source software Allpix Squared to generate experiment-like synthetic hit images with ground-truth position labels. We use physics-informed deep learning by training a fully-connected neural network (FCNN) to learn a mapping from input hit images to output hit position. The automated analysis for sub-micron position resolution in UCN detection combined with the fast data rates of current and next generation UCN sources will enable improved precision for future UCN research and applications.",2305.09562v1,physics.ins-det,2023-05-16 15:57:41+00:00,https://arxiv.org/pdf/2305.09562v1,"""quantum"" AND ""physics-informed neural networks"""
Gradient-Annihilated PINNs for Solving Riemann Problems: Application to Relativistic Hydrodynamics,"['Antonio Ferrer-Sánchez', 'José D. Martín-Guerrero', 'Roberto Ruiz de Austri', 'Alejandro Torres-Forné', 'José A. Font']","We present a novel methodology based on Physics-Informed Neural Networks (PINNs) for solving systems of partial differential equations admitting discontinuous solutions. Our method, called Gradient-Annihilated PINNs (GA-PINNs), introduces a modified loss function that requires the model to partially ignore high-gradients in the physical variables, achieved by introducing a suitable weighting function. The method relies on a set of hyperparameters that control how gradients are treated in the physical loss and how the activation functions of the neural model are dynamically accounted for. The performance of our GA-PINN model is demonstrated by solving Riemann problems in special relativistic hydrodynamics, extending earlier studies with PINNs in the context of the classical Euler equations. The solutions obtained with our GA-PINN model correctly describe the propagation speeds of discontinuities and sharply capture the associated jumps. We use the relative $l^{2}$ error to compare our results with the exact solution of special relativistic Riemann problems, used as the reference ``ground truth'', and with the error obtained with a second-order, central, shock-capturing scheme. In all problems investigated, the accuracy reached by our GA-PINN model is comparable to that obtained with a shock-capturing scheme and significantly higher than that achieved by a baseline PINN algorithm. An additional benefit worth stressing is that our PINN-based approach sidesteps the costly recovery of the primitive variables from the state vector of conserved ones, a well-known drawback of grid-based solutions of the relativistic hydrodynamics equations. Due to its inherent generality and its ability to handle steep gradients, the GA-PINN method discussed could be a valuable tool to model relativistic flows in astrophysics and particle physics, characterized by the prevalence of discontinuous solutions.",2305.08448v2,physics.comp-ph,2023-05-15 08:43:42+00:00,https://arxiv.org/pdf/2305.08448v2,"""quantum"" AND ""physics-informed neural networks"""
Statistical learning on randomized data to verify quantum state approximate k-designs,"['Kaustav Mukherjee', 'Sarah Chehade', 'Lorenzo Versini', 'Karim Alaa El-Din', 'Florian Mintert', 'Rick Mukherjee']","Random ensembles of pure states have proven to be extremely important in various aspects of quantum physics such as benchmarking the performance of quantum circuits, testing for quantum advantage, providing novel insights for many-body thermalization and studying the black hole information paradox. Although generating a fully random ensemble is experimentally challenging, approximations of it are just as useful and are known to emerge naturally in a variety of physical models, including Rydberg setups. These are referred to as approximate quantum state designs, and verifying their degree of randomness can be an expensive task, similar to performing full quantum state tomography on many-body systems. In this theoretical work, we efficiently validate the character of approximate quantum designs with respect to data size acquisition when compared to the conventional frequentist approach. This is achieved by translating the information residing in the complex many-body state into a succinct representation of classical data using a random projective measurement basis, which is then processed using methods of statistical inference such as maximum likelihood estimation and neural networks and benchmarked against the predictions of shadow tomography. Our scheme of combining machine learning methods for postprocessing the data obtained from randomized measurements for efficient characterisation of (approximate) quantum state k designs is applicable to any noisy quantum platform that can generate quantum designs.",2305.01465v4,quant-ph,2023-05-02 14:46:28+00:00,https://arxiv.org/pdf/2305.01465v4,"""quantum"" AND ""physics-informed neural networks"""
Hybrid quantum physics-informed neural networks for simulating computational fluid dynamics in complex shapes,"['Alexandr Sedykh', 'Maninadh Podapaka', 'Asel Sagingalieva', 'Karan Pinto', 'Markus Pflitsch', 'Alexey Melnikov']","Finding the distribution of the velocities and pressures of a fluid by solving the Navier-Stokes equations is a principal task in the chemical, energy, and pharmaceutical industries, as well as in mechanical engineering and the design of pipeline systems. With existing solvers, such as OpenFOAM and Ansys, simulations of fluid dynamics in intricate geometries are computationally expensive and require re-simulation whenever the geometric parameters or the initial and boundary conditions are altered. Physics-informed neural networks are a promising tool for simulating fluid flows in complex geometries, as they can adapt to changes in the geometry and mesh definitions, allowing for generalization across fluid parameters and transfer learning across different shapes. We present a hybrid quantum physics-informed neural network that simulates laminar fluid flows in 3D Y-shaped mixers. Our approach combines the expressive power of a quantum model with the flexibility of a physics-informed neural network, resulting in a 21% higher accuracy compared to a purely classical neural network. Our findings highlight the potential of machine learning approaches, and in particular hybrid quantum physics-informed neural network, for complex shape optimization tasks in computational fluid dynamics. By improving the accuracy of fluid simulations in complex geometries, our research using hybrid quantum models contributes to the development of more efficient and reliable fluid dynamics solvers.",2304.11247v3,cs.LG,2023-04-21 20:49:29+00:00,https://arxiv.org/pdf/2304.11247v3,"""quantum"" AND ""physics-informed neural networks"""
