title,arxiv_id,category,date,cluster,abstract_clean
Astrocyte Regulated Neuromorphic Central Pattern Generator Control of Legged Robotic Locomotion,2312.15805v4,cs.NE,2023-12-25 20:33:16+00:00,6,neuromorphic computing systems information transmitted action potentials bioplausible fashion gaining increasing interest due promise lowpower eventdriven computing neuromorphic computing robotic locomotion research largely focused central pattern generators cpgs bionics robotic control inspired circuits governing collaboration limb muscles animal movement implementation artificial cpgs neuromorphic hardware platforms potentially enable adaptive energyefficient edge robotics applications resource constrained environments however underlying rewiring mechanisms cpg gait emergence process well understood addresses missing gap literature pertaining cpg plasticity underscores critical homeostatic functionality astrocytes cellular component brain believed play major role multiple brain functions introduces astrocyte regulated spiking snnbased cpg locomotion gait rewardmodulated stdp quadruped robots astrocytes help build inhibitory connections among artificial motor neurons different limbs snnbased cpg simulated multiobject physics simulation platform resulting emergence trotting gait running robot flat ground times power savings observed comparison stateoftheart reinforcement robot control algorithm neurosciencealgorithm codesign potentially enable leap functionality neuromorphic incorporating glial cell functionality
Inverting the Kohn-Sham equations with physics-informed machine learning,2312.15301v1,physics.comp-ph,2023-12-23 17:13:53+00:00,2,electronic structure theory calculations offer understanding matter level complementing experimental studies materials science chemistry widely methods density functional theory dft maps set real interacting electrons set fictitious noninteracting electrons share probability density ensuring density remains depends exchangecorrelation xc energy and derivative xc potential inversions obtain exact xc potentials target electronic densities hopes gaining insights accuracyboosting approximations avenue perform inversions mapping density potential work learn mapping physicsinformed piml methods namely physics informed pinns fourier operators fnos capabilities dataset onedimensional atomic molecular models capabilities discussed conjunction proofofconcept presentation primary finding investigation combination approaches greatest potential inverting kohnsham scale
Entanglement transition in deep neural quantum states,2312.11941v1,quant-ph,2023-12-19 08:40:23+00:00,6,despite huge theoretical potential states describing generic highlycorrelated manybody still often poses practical difficulties customized architectures active investigation address issues guided search suited architectures deepened understanding link properties attributes physical trying describe imperative drawing inspiration field learning information propagation impacts physical entanglement properties states fact link previously identified information propagation phase transition similar transition entanglement states bridge identify optimal state hyperparameter regimes representing area well volume law entangled states former easily accessed alternative methods tensor representations least low physical dimensions latter challenging describe generally due extensive entanglement advance understanding configurations accurate state representation helps effective representations deal volumelaw states findings describe ground state area law state vs excited state volume law state properties prototypical nextnearest neighbor spin heisenberg model
Dynamical transition in controllable quantum neural networks with large depth,2311.18144v2,quant-ph,2023-11-29 23:14:33+00:00,8,understanding dynamics fundamental task information science wide impact physics chemistry learning work latetime dynamics quadratic loss described generalized lotkavolterra equations lead transcritical bifurcation transition dynamics targeted value loss crosses minimum achievable value below dynamics evolve frozenkernel dynamics frozenerror dynamics showing duality tangent kernel total error regions convergence towards fixed point exponential critical point becomes polynomial nonperturbative analytical theory explain transition via restricted haar ensemble late time output state approaches steady state via mapping hessian effective hamiltonian identify linearly vanishing gap transition point compared linear loss function quadratic loss within frozenerror dynamics enables speedup convergence theory findings verified experimentally ibm devices
Autoencoder-based analytic continuation method for strongly correlated quantum systems,2311.17920v1,cond-mat.str-el,2023-11-29 18:59:59+00:00,8,single particle greens provides valuable information momentum energyresolved spectral properties strongly correlated system largescale calculations monte carlo qmc dynamical mean field theory dmft including clusterdmft usually obtains greens imaginarytime gt process inverting laplace transform obtain spectral ao realfrequency illposed forms core analytic continuation problem letter completely unsupervised autoencodertype solve analytic continuation problem encoderdecoder that together minor physical assumptions extract highquality frequency response imaginary time domain deeply tunable architecture can principle locate sharp features spectral might normally lost already wellestablished methods maximum entropy maxent methods strength autoencoder applying qmc gt singleband hubbard model general illposed inverse problems
Transformer-QEC: Quantum Error Correction Code Decoding with Transferable Transformers,2311.16082v1,quant-ph,2023-11-27 18:52:25+00:00,1,computing potential solve intractable systems yet high error rates contemporary devices often exceed tolerable limits useful execution error correction qec mitigates employing redundancy distributing information across multiple qubits utilizing syndrome qubits monitor states errors syndromes subsequently interpreted decoding identify correct errors qubits task complex due multiplicity error sources affecting syndrome qubits well syndrome extraction operations additionally identical syndromes emanate different error sources necessitating decoding evaluates syndromes collectively although ml decoders multilayer perceptrons mlps convolutional cnns proposed often focus local syndrome regions require retraining adjusting different code distances transformerbased qec decoder employs selfattention achieve global receptive field across input syndromes incorporates mixed loss approach combining local physical error global parity label losses moreover transformer architectures inherent adaptability variablelength inputs allows transfer learning enabling decoder adapt varying code distances without retraining evaluation six code distances ten different error configurations demonstrates consistently outperforms nonml decoders union find uf minimum weight perfect matching mwpm ml decoders thereby achieving best logical error rates moreover transfer save x cost
Quantum Inception Score,2311.12163v4,quant-ph,2023-11-20 20:28:30+00:00,8,motivated great success generative learning enthusiastic exploration version recently started depart journey important relevant metric evaluate quality generative models case example classical inception score cis paper natural extension cis inception score qis generators importantly qis relates quality holevo information channel classifies given dataset context several properties qis first qis greater equal corresponding cis defined projection measurements output second difference qis cis arises presence coherence characterized resource theory asymmetry third set entangled generators prepared exists classifying process leading enhancement qis fourth harness fluctuation theorem characterize physical limitation qis finally qis assess quality onedimensional spin chain generative model convolutional classifier phase classification manybody physics
Directly observing replica symmetry breaking in a vector quantum-optical spin glass,2311.04216v2,quant-ph,2023-11-07 18:59:34+00:00,6,spin glasses quintessential examples complex matter although much order remains uncertain abstract inform eg classification combinatorial optimization problems magnetic ordering metals impurities artificial intelligence form mathematical basis computing brain modeling ability active gas microscope realize spin glass drivendissipative vector form microscopically visualizing glassy spin states technique allows us directly measure replica symmetry breaking resulting ultrametric hierarchical structure ultrametricity known emergent evolution protein folding climate change infiniterange equilibrium spin glasses directly observable physically realized system
Machine-learning the phase diagram of a strongly-interacting Fermi gas,2310.16006v1,cond-mat.quant-gas,2023-10-24 17:00:05+00:00,8,determine phase diagram strongly correlated fermions crossover boseeinstein condensates molecules bec cooper pairs fermions bcs utilizing artificial network applying advanced image recognition techniques momentum distribution fermions quantity widely considered featureless providing information condensed state measure critical temperature exhibits maximum bosonic side crossover additionally backanalyze trained interprets physically relevant quantities
Physics informed neural networks learning a two-qubit Hamiltonian,2310.15148v1,quant-ph,2023-10-23 17:52:58+00:00,5,techniques employed perform full characterization system particular artificial intelligence technique learn hamiltonian called physics informed pinn idea behind pinn universal approximation theorem claims approximate contains enough complexity consequently physical model moreover means extra provided user intrinsic physical parameters extracted called inversepinn here inversepinn goal extracting physical parameters constitutes qubit hamiltonian find efficient probe robustness inversepinn learn hamiltonian twoqubit system ibm computers experimental platforms obtain plugged pinn found able predict twoqubit parameters average
Deep-Learning-Based Radio-Frequency Side-Channel Attack on Quantum Key Distribution,2310.13738v1,quant-ph,2023-10-20 18:00:02+00:00,6,key distribution qkd protocols proven secure fundamental physical laws however proofs welldefined setting encoding sent signals only side channels encoded state correlated properties degrees freedom channel allow eavesdropper obtain information unnoticeably number hacking attacks channel yet radiation emitted devices correlated leaking information potential key especially combined analysis methods sidechannel attack convolutional analyze recorded classical radiofrequency electromagnetic emissions even distance centimeters electronics qkd sender employing frequently electronic components able recover virtually information secret key yet here countermeasures enable significant reduction emissions amount secret key information leaked attacker analysis independent actual device starting point assessing presence side channels qkd devices
Learning quantum properties from short-range correlations using multi-task networks,2310.11807v3,quant-ph,2023-10-18 08:53:23+00:00,6,characterizing multipartite crucial computing manybody physics problem however becomes challenging size large properties interest involve correlations among large number particles predict various properties manybody states constant correlation length measurement small number neighboring sites technique multitask learning offer several advantages traditional singletask approaches experiments multitask sufficiently regular states predict global properties like string order parameters observation shortrange correlations distinguish phases cannot distinguished singletask networks remarkably appears able transfer information learnt lower dimensional higher dimensional ones make accurate predictions hamiltonians seen training
Moire synaptic transistor for homogeneous-architecture reservoir computing,2310.11743v1,cond-mat.mes-hall,2023-10-18 06:55:32+00:00,6,reservoir computing considered promising intelligent computing paradigm effectively processing complex temporal information exploiting tunable reproducible dynamics single electronic device desired implement reservoir readout layer reservoir computing system twodimensional moire material artificial lattice constant many times larger atomic length scale type studied artificial materials community material science condensedmatter physics past years materials featured gatetunable periodic potential electronic correlation varying electric field allows electrons moire potential per unit cell exhibit distinct reproducible dynamics showing great promise robust reservoir computing here report moire synaptic transistor implement reservoir computing homogeneous reservoirreadout architecture synaptic transistor fabricated hbnbilayer graphenehbn moire heterostructure exhibiting ferroelectricitylike hysteretic gate voltage dependence resistance varying magnitude gate voltage enables moire transistor switched longterm memory shortterm memory nonlinear dynamics employing short longterm memory reservoir nodes weights readout layer respectively construct fullmoire physical classification achieved mnist handwritten digit database would pave way towards development neuromorphic computing moire materials
On Training Derivative-Constrained Neural Networks,2310.01649v2,cs.LG,2023-10-02 21:23:31+00:00,8,refer setting partial derivatives networks nns predictions respect inputs additional signal derivativeconstrained dc nn situation common physicsinformed settings natural sciences integrated relu irelu activation improve dc nns investigate denormalization label rescaling help stabilize dc training evaluate physicsinformed settings including chemistry scientific sciml tasks existing architectures irelu activations combined denormalization label rescaling better incorporate signal provided derivative constraints
Solving Einstein equations using deep learning,2309.07397v1,gr-qc,2023-09-14 02:46:48+00:00,3,einstein field notoriously challenging solve due complex mathematical form analytical available absence highly symmetric ideal matter distribution however accurate crucial particularly strong gravitational field black holes neutron stars work auto differentiation solve einstein field numerically inspired idea physicsinformed pinns utilizing techniques successfully obtain schwarzschild metric charged schwarzschild metric given energymomentum tensor matter innovative could open different way solving spacetime coupled einstein field become integral part relativity
Supervised Machine Learning and Physics based Machine Learning approach for prediction of peak temperature distribution in Additive Friction Stir Deposition of Aluminium Alloy,2309.06838v2,cs.LG,2023-09-13 09:39:42+00:00,1,additive friction stir deposition afsd solidstate additive manufacturing technique circumvents issues porosity cracking properties anisotropy plague traditional powder bed fusion directed energy deposition approaches however correlations process parameters thermal profiles resulting microstructure afsd remain poorly understood hinders process optimization properties employs framework combining supervised sml physicsinformed pinns predict peak temperature distribution afsd process parameters eight regression implemented sml modeling four pinns leveraged governing transport wave propagation heat transfer mechanics across multiple statistical measures ensemble techniques like gradient boosting proved superior sml lowest mse integrated ml classify deposition quality process factors logistic regression delivering robust accuracy fusing datadriven fundamental physics dual methodology provides comprehensive insights tailoring microstructure thermal management afsd demonstrates power bridging statistical physicsbased modeling elucidating processproperty relationships
Physics-Informed Neural Networks for an optimal counterdiabatic quantum computation,2309.04434v2,quant-ph,2023-09-08 16:55:39+00:00,5,methodology leverages strength physicsinformed pinns address counterdiabatic cd protocol optimization circuits comprised nq qubits primary objective utilize physicsinspired techniques accurately solve time evolution different physical observables within system accomplish objective embed necessary physical information underlying effectively tackle problem particular impose hermiticity condition physical observables make principle least action guaranteeing acquisition appropriate counterdiabatic terms underlying physics offers dependable alternative address cd driving problem free constraints typically encountered previous methodologies relying approximations provides general framework obtain optimal physical observables relevant problem including external parameterization time known scheduling function gauge potential operator involving nonadiabatic terms well temporal evolution energy levels system among others main applications methodology mathrmh mathrmlih molecules represented qubit qubit employing stog basis successful derivation desirable decomposition nonadiabatic terms achieved linear combination utilizing pauli operators attribute confers significant advantages practical implementation within computing algorithms
Unifying over-smoothing and over-squashing in graph neural networks: A physics informed approach and beyond,2309.02769v2,cs.LG,2023-09-06 06:22:18+00:00,8,graph gnns emerged leading approaches graphstructured data despite great success critical challenges oversmoothing oversquashing limited expressive power continue impact gnns study inspired timereversal principle commonly utilized physics reverse time direction graph heat equation resulted reversing process yields class high pass filtering enhance sharpness graph node features leveraging concept multiscaled heat kernel gnn mhkg amalgamating diverse filtering functions effects node features explore flexible filtering conditions generalize mhkg termed gmhkg thoroughly roles element controlling oversmoothing oversquashing expressive power notably illustrate aforementioned issues characterized analyzed via properties filtering functions uncover tradeoff oversmoothing oversquashing enhancing node feature sharpness make suffer oversquashing vice versa furthermore manipulate time gmhkg handle issues mild conditions conclusive experiments highlight effectiveness models surpasses several gnn baseline across graph datasets characterized homophily heterophily
Clusternets: A deep learning approach to probe clustering dark energy,2308.03517v2,astro-ph.CO,2023-08-07 12:11:27+00:00,0,ml becoming popular cosmology extracting valuable information cosmological data paper evaluate convolutional cnn trained matter density snapshots distinguish clustering dark energy de cosmological constant scenario detect speed sound cs associated clustering de compare cnn random forest rf trained power spectra varying dark energy state parameter wrmde within range keeping cs find cnn significant improvement rf algorithm improvement classification high depending physical scales involved investigate ml algorithms ability detect impact speed sound choosing cs set maintaining constant wrm de different cases wrm de in suggest distinguishing various values cs case cs challenging particularly small scales wrmdeapprox however larger scales cs detection improves notably cnn consistently outperforms rf algorithm leading approximate enhancement cs detection cases
Estimating Entanglement Entropy via Variational Quantum Circuits with Classical Neural Networks,2307.13511v2,quant-ph,2023-07-25 14:04:21+00:00,8,entropy plays crucial role physics information science encompassing domains work present entropy estimator qnee combines nn variational circuits estimate von neumann renyi entropies state qnee provides accurate estimates entropy yielding eigenvalues eigenstates input density matrix leveraging capabilities nn qnee classify different phases accompany changes entanglement entropy simulation demonstrates effectiveness qnee applying d xxz heisenberg model particular qnee exhibits high sensitivity estimating entanglement entropy near phase transition point expect qnee serve valuable tool entropy estimation phase classification
Stabilization and Dissipative Information Transfer of a Superconducting Kerr-Cat Qubit,2307.12298v1,quant-ph,2023-07-23 11:28:52+00:00,6,today competition build computer continues number qubits hardware increasing rapidly however noise comes process reduces algorithmic applications alternative ways computer architecture implementation discussed hand alternative ways hybridization circuitbased computing dissipativebased computing model here goal part provides advantage circuit model remaining part dissipative model less affected noise scheme importance involve highly repetitive processes susceptible noise study examine dissipative information transfer qubit called catqubit especially important dissipativebased version binary classification basic processing unit algorithms hand catqubit architecture potential easily implement activationlike artificial due rich physics offers alternative hardware opportunity artificial networks calculations exhibit successful transfer information reservoir qubits dissipative scheme
"Recent Advances in Metasurface Design and Quantum Optics Applications with Machine Learning, Physics-Informed Neural Networks, and Topology Optimization Methods",2307.09126v1,physics.optics,2023-07-18 10:17:33+00:00,4,twodimensional planar material low depth profile metasurface generate nonclassical phase distributions transmitted reflected electromagnetic waves interface thus offers flexibility control wave front traditional metasurface design process mainly adopts forward prediction algorithm finite difference time domain combined manual parameter optimization however timeconsuming difficult keep practical metaatom spectrum consistent ideal one addition since periodic boundary condition metaatom design process aperiodic condition array simulation coupling neighboring metaatoms leads inevitable inaccuracy review representative intelligent metasurface design introduced discussed including learning physicsinformation network topology optimization method elaborate principle approach analyze advantages limitations discuss potential applications summarise recent advances enabled metasurfaces optics applications short highlights promising direction intelligent metasurface designs applications future optics research serves uptodate reference researchers metasurface metamaterial fields
All-optically untangling light propagation through multimode fibres,2307.08707v1,physics.optics,2023-07-14 21:48:32+00:00,6,light propagates complex medium multimode optical fibre mmf spatial information carries scrambled experimentally alloptical strategy unscramble light again create digital capturing way light scattered inversedesign build complementary optical call optical inverter reverses scattering process implementation concept multiplane light conversion understood diffractive artificial physical matrix preconditioner present design strategies allowing different aspects device prioritised experimentally prototype optical inverter capable simultaneously unscrambling spatial modes propagated m long mmf enables near instantaneous incoherent imaging without need beam scanning processing reconfigurable nature prototype allowing adapt deliver optical transformation mmf matched changes configuration represents step towards way see scattering media beyond imaging concept applications fields optical communications optical computing photonics
Fast reconstruction of programmable integrated interferometers,2307.03635v1,physics.optics,2023-07-07 14:48:38+00:00,6,programmable linear optical interferometers important information technologies well building hardwareaccelerated artificial networks recent showed possibility constructing optical interferometers could implement arbitrary transformations input fields even case high manufacturing errors building detailed devices drastically increases efficiency practical use integral design interferometers complicates reconstruction since internal elements hard address approached optimization opt express paper present linear algebra only computationally expensive optimization procedures makes possible perform fast accurate characterization highdimensional programmable integrated interferometers moreover provides access physical characteristics individual interferometer layers
Neural network decoder for near-term surface-code experiments,2307.03280v2,quant-ph,2023-07-06 20:31:25+00:00,1,neuralnetwork decoders achieve lower logical error rate compared conventional decoders like minimumweight perfect matching decoding surface code furthermore decoders require prior information physical error rates making highly adaptable study investigate decoder simulated experimental obtained transmonqubit processor focusing smalldistance surface codes typically outperforms matching decoder due better handling errors leading multiple correlated syndrome defects y errors experimental google ai nature decoder achieves logical error rates approximately lower minimumweight perfect matching approaching maximumlikelihood decoder flexibility decoder incorporate soft information available analog readout transmon qubits evaluate decoder simulation symmetric gaussiannoise model considering soft information leads approximately lower logical error rate depending probability measurement error good logical performance flexibility efficiency make decoders wellsuited nearterm demonstrations memories
Deep Bayesian Experimental Design for Quantum Many-Body Systems,2306.14510v1,quant-ph,2023-06-26 08:40:14+00:00,6,bayesian experimental design technique allows efficiently select measurements characterize physical maximizing expected information gain recent developments normalizing flows allow approximation posterior extension technique complex highdimensional situations paper holds promise adaptive measurement strategies characterize presentday technology platforms particular focus arrays coupled cavities qubit arrays represent high relevance modern applications like simulations computing realized platforms measurement control exploited characterize counteract unavoidable disorder thus represent ideal targets applications bayesian experimental design
Uncertainty Estimation for Molecules: Desiderata and Methods,2306.14916v1,physics.chem-ph,2023-06-20 15:50:09+00:00,2,graph gnns promising surrogates mechanical calculations establish unprecedented low errors collections molecular dynamics md trajectories thanks fast inference times promise accelerate chemistry applications unfortunately despite low indistribution id errors gnns might horribly wrong outofdistribution ood samples uncertainty estimation ue aid situations communicating models certainty prediction here take closer look identify six key desiderata ue molecular force fields physicsinformed applicationfocused ones overview field survey existing field ue analyze fit set desiderata analysis conclude none previous works satisfies criteria fill gap localized kernel lnk gaussian process gpbased extension existing gnns satisfying desiderata extensive experimental evaluation test four different ue different backbones datasets outofequilibrium detection find lnk yielding times lower errors terms aucroc score dropout evidential regressionbased maintaining high predictive performance
Rapid identification of time-frequency domain gravitational wave signals from binary black holes using deep learning,2305.19003v3,gr-qc,2023-05-30 12:59:29+00:00,3,recent developments techniques offered alternative complementary traditional matched filtering identification gravitational wave gw signals rapid accurate identification gw signals crucial progress gw physics multimessenger astronomy particularly light upcoming fourth fifth observing runs ligovirgokagra work d unet identify timefrequency domain gw signals stellarmass binary black hole bbh mergers simulate bbh mergers component masses modot account ligo detector noise find gw events second observation runs could clearly rapidly identified third observing run gw events could identified particular gw currently unknown special case identified network binary neutron star mergers neutron starblack hole mergers identified compared traditional convolutional network unet output timefrequency domain signal images rather probabilities providing intuitive investigation moreover unet preliminary inference chirp mass information conclusion unet rapidly identify timefrequency domain gw signals bbh mergers potentially helpful future parameter inferences
Neural-network-designed three-qubit gates robust against charge noise and crosstalk in silicon,2305.13132v2,cond-mat.mes-hall,2023-05-22 15:30:11+00:00,5,spin qubits semiconductor dots promising platform computing scaling large hampered crosstalk charge noise crosstalk refers unwanted offresonant rotation idle qubits resonant rotation target qubit threequbit crosstalk charge noise difficult analytically create gate protocols produce threequbit gates toffoli gate directly single shot instead composition twoqubit gates therefore numerically optimize physicsinformed produce theoretically robust shaped pulses generate toffoliequivalent gate additionally robust fracp x cz gates create universal set gates robust charge noise robust pulses maintain infidelity average quasistatic fluctuations voltage mv instead tenths mv nonrobust pulses
Bayesian Renormalization,2305.10491v3,hep-th,2023-05-17 18:00:28+00:00,8,note present fully information theoretic renormalization inspired bayesian statistical inference refer bayesian renormalization main insight bayesian renormalization fisher metric defines correlation length plays role emergent rg scale quantifying distinguishability nearby points space probability distributions rg scale interpreted proxy maximum number unique observations made given statistical inference experiment role bayesian renormalization scheme subsequently prepare effective given precision bounded aforementioned scale applications bayesian renormalization physical systems emergent information theoretic scale naturally identified maximum energy probed current experimental apparatus bayesian renormalization coincides ordinary renormalization however bayesian renormalization sufficiently general even circumstances immediate physical scale absent provides ideal renormalization science contexts end insight bayesian renormalization scheme relates existing compression generation information bottleneck diffusion paradigm conclude designing explicit form bayesian renormalization inspired wilsons momentum shell renormalization scheme field theory bayesian renormalization scheme simple verify sense organizes parameters according hierarchy information theoretic importance
Demonstration of Sub-micron UCN Position Resolution using Room-temperature CMOS Sensor,2305.09562v1,physics.ins-det,2023-05-16 15:57:41+00:00,6,high spatial resolution ultracold neutron ucn measurement growing interest ucn experiments ucn spectrometers ucn polarimeters physics ucns gravity utilize physicsinformed enhance experimental position resolution submicron spatial resolutions ucn position measurements obtained roomtemperature cmos sensor extending previous position uncertainty microns explore opensource software allpix squared generate experimentlike synthetic hit images groundtruth position labels physicsinformed fullyconnected fcnn learn mapping input hit images output hit position automated analysis submicron position resolution ucn detection combined fast rates current next generation ucn sources enable improved precision future ucn research applications
Gradient-Annihilated PINNs for Solving Riemann Problems: Application to Relativistic Hydrodynamics,2305.08448v2,physics.comp-ph,2023-05-15 08:43:42+00:00,3,present methodology physicsinformed pinns solving admitting discontinuous solutions method called gradientannihilated pinns gapinns introduces modified loss requires partially ignore highgradients physical variables achieved introducing suitable weighting function relies set hyperparameters control gradients treated physical loss activation dynamically accounted for gapinn solving riemann special relativistic hydrodynamics extending earlier studies pinns context euler equations obtained gapinn correctly describe propagation speeds discontinuities sharply capture associated jumps relative l error compare exact special relativistic riemann problems reference ground truth error obtained secondorder central shockcapturing scheme investigated reached gapinn comparable obtained shockcapturing scheme significantly higher achieved baseline pinn algorithm additional benefit worth stressing pinnbased sidesteps costly recovery primitive variables state vector conserved ones wellknown drawback gridbased relativistic hydrodynamics equations due inherent generality ability handle steep gradients gapinn discussed could valuable tool relativistic flows astrophysics particle physics characterized prevalence discontinuous solutions
Statistical learning on randomized data to verify quantum state approximate k-designs,2305.01465v4,quant-ph,2023-05-02 14:46:28+00:00,6,random ensembles pure states proven extremely important various aspects physics benchmarking circuits testing advantage providing insights manybody thermalization studying black hole information paradox although generating fully random ensemble experimentally challenging approximations useful known emerge naturally variety physical models including rydberg setups referred approximate state designs verifying degree randomness expensive task similar performing full state tomography manybody systems theoretical work efficiently validate character approximate designs respect size acquisition compared conventional frequentist approach achieved translating information residing complex manybody state succinct representation random projective measurement basis processed statistical inference maximum likelihood estimation benchmarked predictions shadow tomography scheme combining postprocessing obtained randomized measurements characterisation approximate state designs applicable noisy platform generate designs
Hybrid quantum physics-informed neural networks for simulating computational fluid dynamics in complex shapes,2304.11247v3,cs.LG,2023-04-21 20:49:29+00:00,1,finding distribution velocities pressures fluid solving navierstokes principal task chemical energy pharmaceutical industries well mechanical engineering design pipeline systems existing solvers openfoam ansys simulations fluid dynamics intricate geometries computationally expensive require resimulation whenever geometric parameters initial boundary conditions altered physicsinformed promising tool simulating fluid flows complex geometries adapt changes geometry mesh definitions allowing generalization across fluid parameters transfer across different shapes present hybrid physicsinformed simulates laminar fluid flows d yshaped mixers combines expressive power flexibility physicsinformed network resulting higher compared purely network findings highlight potential approaches particular hybrid physicsinformed network complex shape optimization tasks fluid dynamics improving fluid simulations complex geometries research hybrid contributes development reliable fluid dynamics solvers
Quantum Superposition States: Spin Glasses and Entanglement,2304.09782v1,quant-ph,2023-04-19 16:08:58+00:00,6,spinglass sg fascinating garnered significant attention due intriguing properties implications various research fields key characteristics spin glasses contain random disorder leads many possible states occurring close probabilities explore concept spinglass superposition states sss equiprobable sss possible electronic configurations edwardanderson ea type sg order parameter qea magnetization sss classified contribution distinguishing magnetic order disorder sg antiferromagnetic fm paramagnetic pm phases generalize superposition states size investigate entanglement phasebased sss negativity measure sg order parameter utilized determine entanglement magnetically ordered disordered phases vice versa negativity signifying magnetic order findings insight nature sss relevance sgs magnets implications various fields including condensed matter physics sgs prototypical example disordered systems relevant fields networks optimization problems information storage complex random disorder behavior greatly interested overall provides deeper understanding behavior sgs nature sss potential applications various fields
Characterization of multi-mode linear optical networks,2304.06486v1,quant-ph,2023-04-13 13:09:14+00:00,6,multimode optical interferometers represent viable platforms successful implementation several information schemes take advantage optical processing examples range communication sensing computation including optical networks optical reservoir computing simulation complex physical systems realization routines requires high levels control tunability parameters define operations carried device requirement becomes particularly crucial light recent technological improvements integrated photonic technologies enable implementation progressively larger circuits embedding considerable amount tunable parameters work formulate procedures characterization optical circuits presence imperfections typically occur physical experiments unbalanced losses phase instabilities input output collection stages aims reconstructing transfer matrix represents optical interferometer without making strong assumptions internal structure encoding viability experimentally relevant scenario defined tunable integrated photonic circuit effectiveness robustness method findings find wide range optical setups bulk integrated configurations
Fluctuation based interpretable analysis scheme for quantum many-body snapshots,2304.06029v2,cond-mat.quant-gas,2023-04-12 17:59:59+00:00,6,microscopically understanding classifying phases matter heart stronglycorrelated physics simulations genuine projective measurements snapshots manybody state taken include full information correlations system rise made possible routinely solve abstract processing classification tasks large datasets act guiding hand analysis however though proven successful differentiating different phases matter conventional mostly lack interpretability physical footing here combine confusion correlation convolutional networks yields fully interpretable phase detection terms correlation functions particular thermodynamic properties d heisenberg model whereby trained pick qualitative changes snapshots characteristic temperature magnetic correlations become significantly longrange identify full counting statistics nearest neighbor spin correlations important quantity decision process network go beyond averages local observables access fluctuations secondorder correlations indirectly include contributions higher order longrange correlations able detect changes specific heat spin susceptibility latter analogy magnetic properties pseudogap phase hightemperature superconductors combining confusion scheme transformer networks opens directions interpretable image processing sensible longrange order
Referenceless characterisation of complex media using physics-informed neural networks,2303.16041v3,physics.optics,2023-03-28 15:16:23+00:00,6,work present characterise transmission matrices complex scattering media physicsinformed multiplane mpnn without requirement known optical reference field accurately measure transmission matrix commercial multimode fiber without outputphase ambiguity dark spots leading upto improvement focusing efficiency compared phasestepping holography significantly noiserobust phasestepping holography generalised characterise cascade transmission matrices allowing control propagation light independent scattering media essential tool accurate light control complex media applications ranging optical networks biomedical imaging information processing
Towards Symmetry-Aware Efficient Simulation of Quantum Systems and Beyond,2303.11409v2,physics.comp-ph,2023-03-20 19:33:13+00:00,1,simulation complex remains central challenge due exponential growth hilbert space size tensor long established powerful approximation schemes efficiency enhanced incorporating physicsinformed priors prominent example symmetry recent progress usymmetric tensor networks accelerated gpus scaled supercomputers conserved charges induce blocksparse structures reduce cost enable larger simulations principle extends general symmetries inspiring equivariant guiding symmetrypreserving ansatze variational algorithms beyond symmetry physicsinformed design includes strategies hybrid tensor parallel sequential circuits pursue efficiency complementary principles perspective argues physicsinformed tensor networks grounded symmetry beyondsymmetry insights unifying strategies scalable approaches simulation computation learning
Quantum Pontryagin Neural Networks in Gamkrelidze Form Subjected to the Purity of Quantum Channels,2304.02616v3,quant-ph,2023-03-17 23:21:54+00:00,5,investigate time energy minimization optimal control open systems whose dynamics governed lindblad or master equation dissipation markovian timeindependent control governed hamiltonian quantummechanical system specifically interested purity dissipative constrained state control inputs idea solving combination following techniques deal state constraints gamkrelidze revisited method handling control constraints idea saturation extensions time purity conservation formulated framework obtain necessary conditions optimality pontryagin minimum principle finally resulted boundary value solved physicsinformed pinn approach exploited pontryagin pinn technique control context pinns play effective role optimal control actions
Quasi-normal modes of near-extremal black holes in dRGT massive gravity using Physics-Informed Neural Networks (PINNs),2303.02395v2,gr-qc,2023-03-04 12:05:46+00:00,3,study physicsinformed pinns computing quasinormal modes qnms black holes de rhamgabadadzetolley drgt massive gravity modes describe oscillation frequencies perturbed black holes important understanding behavior objects carefully selecting hyperparameters pinn including architecture data possible achieve good agreement computed qnms approximate analytical formula nearextremal limit smallest mode number effectiveness pinns solving inverse context qnms highlight potential providing valuable insights behavior black holes
Complex dynamics on the one-dimensional quantum droplets via time piecewise PINNs,2305.01553v2,physics.flu-dyn,2023-02-26 06:06:43+00:00,4,dynamics onedimensional droplets landing applications recent research hotspots work time piecewise physicsinformed pinns complex dynamics onedimensional droplets solving corresponding amended grosspitaevskii equation effect long time domain far better conventional pinns subnetworks independent highly adjustable time piecewise pinns scarce points intrinsic modulation single droplet collision droplets excite breathers droplet background intriguingly obtain interference pattern result collision droplets significant feature interplay coherent matter waves showcase different parameters lead completely different dynamic behaviors initial condition nonlinear nonintegrable system significant guidance intrinsic modulation single droplet droplet collision breathers excitation via technology
Deep learning of many-body observables and quantum information scrambling,2302.04621v2,quant-ph,2023-02-09 13:14:10+00:00,1,significant breakthroughs science particular exhibited remarkable power modeling manybody systems here explore capacity datadriven dynamics physical observables correlated scrambling information train find mapping parameters evolution observables random circuits various regimes scrambling test textitgeneralization textitextrapolation capabilities applying unseen circuits particular type recurrent extremely powerful generalizing predictions within size time window trained both localized scrambled regimes include regimes approaches known fail sampling representation full wave function moreover considered succeeds textitextrapolating predictions beyond time window size trained localization scrambled regimes
